idx,type,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
0,a,0.41061583161354065,0.7827852964401245,0.15722728399612151,0.3383646309375763,0.7144924402236938,0.09828528761863708,0.3528047800064087,0.6192491054534912,0.07207033783197403,0.4696929454803467,0.5855922102928162,0.043758317828178406,0.5678243041038513,0.5748132467269897,0.017707228660583496,0.41726285219192505,0.5020156502723694,0.12084143981337547,0.40471428632736206,0.3896389603614807,0.07820618897676468,0.4033643901348114,0.3191671371459961,0.04341535270214081,0.40379026532173157,0.2581664025783539,0.015057727694511414,0.5090159773826599,0.512715756893158,0.11228405311703682,0.5824093818664551,0.39720386266708374,0.06705496460199356,0.6295285820960999,0.325420081615448,0.027624934911727905,0.6727402210235596,0.26191556453704834,0.0,0.5655953884124756,0.5530816316604614,0.09513676166534424,0.6246454119682312,0.467191219329834,0.027602508664131165,0.5808165669441223,0.5188505053520203,0.01055838167667389,0.5495922565460205,0.5638717412948608,0.014349430799484253,0.6065055131912231,0.6099527478218079,0.07220058888196945,0.6451171040534973,0.5515404343605042,0.013626500964164734,0.602016031742096,0.5811166763305664,0.0059059858322143555,0.5650985836982727,0.6139468550682068,0.010131016373634338
