ts,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
unknown,0.33922923,0.77295256,5.956874e-08,0.28127176,0.7572871,-0.017768305,0.23026344,0.7180283,-0.03588296,0.185605,0.6883988,-0.056676056,0.14397494,0.67373466,-0.07828113,0.27769974,0.6159277,-0.020679967,0.2705382,0.5328829,-0.036675293,0.26305327,0.4764186,-0.044857994,0.25641724,0.4340973,-0.05100322,0.30701548,0.61126447,-0.02538613,0.2760843,0.5854056,-0.059667308,0.25041658,0.62601596,-0.072579905,0.23604868,0.6553603,-0.074598186,0.34092268,0.6104654,-0.03179223,0.32918897,0.561604,-0.067110494,0.31285998,0.58152586,-0.07186036,0.30168632,0.60066825,-0.06669095,0.37486523,0.61640096,-0.038502287,0.38398263,0.55118054,-0.061611798,0.38917643,0.51262397,-0.06548255,0.39379612,0.47438937,-0.06310981
unknown,0.48814458,0.6348847,-8.5922544e-08,0.4404747,0.59698236,-0.01551331,0.41338223,0.53041583,-0.022150135,0.3988118,0.4773091,-0.030008638,0.38178062,0.44344833,-0.037275974,0.4703738,0.45453477,-0.0069106864,0.48422864,0.38939127,-0.02104818,0.49385878,0.34825635,-0.027483562,0.5023889,0.31417662,-0.030693524,0.49855888,0.46607527,-0.009897397,0.50121814,0.42009774,-0.046875022,0.4849605,0.468131,-0.057711422,0.47331864,0.51121765,-0.052859005,0.5241345,0.4834956,-0.015196146,0.5245406,0.45380265,-0.051148627,0.50546616,0.50053126,-0.051770456,0.49145892,0.53390175,-0.03872859,0.5503018,0.5050792,-0.02117572,0.5655036,0.44924685,-0.041643817,0.57059765,0.41529214,-0.042860776,0.5728695,0.37877992,-0.036970656
unknown,0.45477337,0.67623794,-4.665688e-08,0.4215434,0.6365365,-0.011583343,0.40073878,0.5868616,-0.02445497,0.37929195,0.5543378,-0.039319914,0.35980093,0.5265804,-0.054548636,0.4492711,0.5084654,-0.0060221204,0.43191305,0.4618104,-0.034270305,0.40650073,0.46436036,-0.061460797,0.38293594,0.47948506,-0.07701889,0.47545394,0.50975496,-0.013687981,0.48578718,0.44705227,-0.03384682,0.47348562,0.4148649,-0.05183032,0.45343888,0.39638335,-0.06284455,0.49692196,0.53066474,-0.025358427,0.5185253,0.47114208,-0.04171434,0.5156764,0.43477312,-0.053441938,0.5040775,0.40629977,-0.060510475,0.5116787,0.5673347,-0.038447566,0.5368848,0.52988994,-0.051473357,0.5407143,0.4993823,-0.05668277,0.5345075,0.4698678,-0.05931504
unknown,0.4504195,0.6759036,-1.06502576e-07,0.41577366,0.6153464,-0.0108640315,0.40149677,0.5387689,-0.021467712,0.38901776,0.484074,-0.03382499,0.37121642,0.43647784,-0.046411436,0.4731144,0.49434426,-0.0050141616,0.47988757,0.4445026,-0.026951944,0.47439995,0.41515046,-0.048168886,0.46416372,0.3942055,-0.06386795,0.4957675,0.5161518,-0.01534494,0.5035402,0.46047223,-0.042708058,0.48799905,0.43200007,-0.06391964,0.46630943,0.41603476,-0.076544695,0.5111729,0.5497232,-0.029012982,0.5147012,0.4991429,-0.056201164,0.4981003,0.46803302,-0.07098684,0.47769004,0.4477991,-0.07792493,0.51861066,0.59096193,-0.04356658,0.5089376,0.5453796,-0.06809998,0.49476004,0.5139588,-0.08017972,0.4799478,0.48747098,-0.08649192
unknown,0.48668292,0.6374488,1.2847745e-07,0.44109082,0.60213006,-0.007857719,0.41488448,0.53025,-0.0056203445,0.39544374,0.4798774,-0.0032247084,0.37467214,0.44613707,-0.0022064494,0.46841753,0.44748625,0.0064272545,0.4642586,0.38201052,0.0041185534,0.46574125,0.34151497,0.00017469974,0.46786284,0.30565917,-0.005008018,0.5013406,0.44932848,-0.0013355913,0.5177742,0.3728799,-0.006055359,0.52967316,0.3294368,-0.011375092,0.5383586,0.29430354,-0.01503733,0.52659124,0.46848086,-0.012104079,0.54948676,0.39562115,-0.030335374,0.55869335,0.35207513,-0.044479124,0.56688297,0.31418863,-0.05320783,0.5468332,0.50304365,-0.022689682,0.5470085,0.45927754,-0.045021273,0.52769357,0.4862964,-0.04958499,0.5122498,0.52067065,-0.051260106
unknown,0.45531017,0.6997371,-2.0968024e-07,0.40652522,0.67371297,0.011467127,0.37081063,0.6351711,0.010322842,0.33630374,0.61817366,0.0012830882,0.3058428,0.61627835,-0.0077347755,0.41607797,0.54232645,0.034302395,0.39308572,0.4913624,0.025022557,0.36416346,0.48301,0.012018424,0.3396898,0.4883442,0.0028267202,0.42907906,0.5367553,0.015831329,0.39645758,0.47417387,0.0047601336,0.36263615,0.4690257,-0.008768024,0.3365594,0.4845736,-0.017299177,0.43665546,0.5418347,-0.005725561,0.39891562,0.4818498,-0.016533522,0.36175728,0.4767801,-0.025942655,0.33414862,0.48999938,-0.031300664,0.4348179,0.5540645,-0.027361175,0.3967338,0.5116868,-0.03445581,0.36734116,0.5010253,-0.03882876,0.34404534,0.50172615,-0.042019844
unknown,0.5006317,0.63361275,3.3656812e-07,0.4652856,0.59739745,-0.015869709,0.4499579,0.5331063,-0.020865,0.481172,0.4860306,-0.02546878,0.51789254,0.47153613,-0.030242026,0.4528125,0.45839778,-0.0057576564,0.4373786,0.39231905,-0.014457411,0.430234,0.3491425,-0.022997178,0.42686635,0.31375584,-0.030323157,0.48563063,0.44789442,-0.0076172925,0.4878723,0.3706466,-0.013679269,0.49082312,0.3234167,-0.021647744,0.49483144,0.28684202,-0.027789732,0.5155959,0.45609388,-0.012480235,0.52330196,0.38732433,-0.0211618,0.5270638,0.34566784,-0.030712646,0.5299043,0.31009126,-0.037554372,0.5436042,0.4768999,-0.019284768,0.55855936,0.42580667,-0.027645282,0.5658562,0.39357287,-0.031907115,0.5708436,0.3650669,-0.035114367
unknown,0.4547288,0.6486745,-3.3547707e-07,0.41387755,0.60787785,-0.009902366,0.3934697,0.5423476,-0.014408505,0.39445445,0.48978186,-0.020172445,0.40972832,0.45728347,-0.024001684,0.4469744,0.4880993,0.006734687,0.4424032,0.4619298,-0.010270031,0.42439374,0.46303454,-0.027009223,0.4093683,0.47052297,-0.037741847,0.47569284,0.49400228,0.0029678505,0.46983257,0.46692297,-0.014842134,0.4475205,0.4728705,-0.028539952,0.43016446,0.4889124,-0.034993377,0.5008002,0.5117598,-0.0043830466,0.4958139,0.48819295,-0.020921644,0.4733327,0.49091712,-0.02749528,0.45430776,0.50306636,-0.028720118,0.52351964,0.54124963,-0.013233969,0.51681364,0.520169,-0.027203675,0.49898446,0.5169497,-0.032194152,0.4817011,0.52006084,-0.032985613
unknown,0.43818077,0.6845385,8.484119e-08,0.3917137,0.6593117,-0.019527722,0.35353458,0.6062139,-0.03289145,0.32950786,0.56150997,-0.048622437,0.32872868,0.5257037,-0.062165447,0.37571302,0.5121383,-0.008722873,0.35695216,0.45367897,-0.041405834,0.33966523,0.42337227,-0.06560398,0.32228595,0.41387904,-0.07914434,0.41061226,0.50580823,-0.01721196,0.40144825,0.42437905,-0.060180668,0.37876627,0.4164559,-0.08322539,0.35909083,0.43031538,-0.088028446,0.44495398,0.5167702,-0.02962104,0.42381966,0.4766284,-0.068794236,0.41309565,0.5324185,-0.06793104,0.41073585,0.570881,-0.054063745,0.4795365,0.5396003,-0.044248324,0.45960614,0.52220833,-0.06646655,0.4461786,0.5564735,-0.060399786,0.4434646,0.57653,-0.048263744
unknown,0.35223773,0.8512883,5.918182e-07,0.31024367,0.8600303,-0.03687386,0.2699392,0.85562974,-0.06603814,0.2464755,0.8497138,-0.09220058,0.24929252,0.8409494,-0.11896626,0.23185918,0.7127011,-0.046758737,0.18544465,0.65942794,-0.07424772,0.15343422,0.6282571,-0.09608786,0.12676619,0.5990664,-0.112473644,0.2647219,0.68229103,-0.04911099,0.22937007,0.5972792,-0.07192837,0.20792904,0.54398054,-0.0904419,0.19027555,0.49750352,-0.10411909,0.3031893,0.6768739,-0.055368964,0.27515656,0.5935184,-0.078996345,0.2587657,0.5426268,-0.09535199,0.24337703,0.49814367,-0.10661062,0.34397432,0.68801194,-0.06460983,0.33788237,0.62013704,-0.084435076,0.3330835,0.5772677,-0.09294819,0.32485867,0.5374292,-0.09885516
unknown,0.49790576,0.6304492,7.018602e-08,0.46120092,0.58399856,-0.004901611,0.453667,0.5172486,-0.0018967504,0.4651111,0.46261173,-0.002967534,0.47154945,0.42044064,-0.002719896,0.47053373,0.47798842,0.026213001,0.4642347,0.4329155,0.012602253,0.46091804,0.40377077,0.00060929364,0.4572253,0.39274892,-0.0055437097,0.4980593,0.4804917,0.019228907,0.50085473,0.41928893,-0.0017122099,0.49094778,0.40429032,-0.016225222,0.48418218,0.4046502,-0.019746818,0.5238285,0.495484,0.00839329,0.5208338,0.45070323,-0.016930392,0.5092254,0.49544907,-0.015912903,0.5068762,0.5284466,-0.0056299698,0.5511163,0.51774967,-0.0032215575,0.5424714,0.48115972,-0.019894347,0.5286389,0.51371926,-0.014621246,0.524599,0.53825,-0.00491149
unknown,0.43818325,0.69601125,-3.2195808e-07,0.39526793,0.6432044,-0.015207177,0.372527,0.56739545,-0.024084197,0.35591137,0.5073554,-0.034572482,0.33406854,0.46631804,-0.042876452,0.43707982,0.51880896,0.005846654,0.4436347,0.48099104,-0.01570777,0.42584234,0.49463755,-0.0352025,0.41312963,0.51598287,-0.046819746,0.46631625,0.53040975,0.0026103063,0.4766999,0.4907998,-0.019819194,0.45286426,0.50377864,-0.035406552,0.435795,0.5272571,-0.04232356,0.49273717,0.5523477,-0.0053326534,0.50251293,0.5167397,-0.024838222,0.47829106,0.52299744,-0.030952401,0.45987764,0.5401851,-0.031033223,0.51750815,0.5836786,-0.015213805,0.52102673,0.5510205,-0.028399415,0.50214565,0.54670674,-0.031550966,0.4851968,0.5513025,-0.031200048
